Probability Power PlanetMass Frequency Period RVamplitude
0.0 0.0 0.0 0.6 1.67 53.33
0.0 0.0 0.0 0.61 1.64 54.2
0.0 0.0 0.0 0.62 1.62 55.08
0.0 0.0 0.0 0.63 1.6 55.95
0.0 0.0 0.0 0.63 1.58 56.83
0.0 0.0 0.0 0.64 1.56 57.7
0.0 0.0 0.0 0.65 1.54 58.57
0.0 0.0 0.0 0.66 1.52 59.45
0.0 0.0 0.0 0.67 1.5 60.32
0.0 0.0 0.0 0.68 1.48 61.19
0.0 0.0 0.0 0.69 1.46 62.07
0.0 0.0 0.0 0.69 1.44 62.94
0.0 0.0 0.0 0.7 1.42 63.82
0.0 0.0 0.0 0.71 1.41 64.69
0.0 0.0 0.0 0.72 1.39 65.56
0.0 0.0 0.0 0.73 1.37 66.44
0.0 0.0 0.0 0.74 1.36 67.31
0.0 0.0 0.0 0.74 1.34 68.18
0.0 0.0 0.0 0.75 1.33 69.06
0.0 0.0 0.0 0.76 1.31 69.93
0.0 0.0 0.0 0.77 1.3 70.81
0.0 0.0 0.0 0.78 1.28 71.68
0.0 0.0 0.0 0.79 1.27 72.55
0.0 0.0 0.0 0.8 1.26 73.43
0.0 0.0 0.0 0.8 1.24 74.3
0.0 0.0 0.0 0.81 1.23 75.17
0.0 0.0 0.0 0.82 1.22 76.05
0.0 0.0 0.0 0.83 1.2 76.92
0.0 0.0 0.0 0.84 1.19 77.79
0.0 0.0 0.0 0.85 1.18 78.67
0.0 0.0 0.0 0.86 1.17 79.54
0.0 0.0 0.0 0.86 1.16 80.42
0.0 0.0 0.0 0.87 1.15 81.29
0.0 0.0 0.0 0.88 1.13 82.16
0.0 0.0 0.0 0.89 1.12 83.04
0.0 0.0 0.0 0.9 1.11 83.91
0.0 0.0 0.0 0.91 1.1 84.78
0.0 0.0 0.0 0.92 1.09 85.66
0.0 0.0 0.0 0.92 1.08 86.53
0.0 0.01 0.01 0.08 12.9 0.0
0.0 0.0 0.01 0.09 11.61 0.91
0.0 0.0 0.01 0.09 10.56 1.81
0.0 -0.0 0.01 0.1 9.69 2.72
0.0 -0.01 0.01 0.11 8.95 3.62
0.0 -0.01 0.01 0.12 8.31 4.53
0.0 -0.0 0.01 0.13 7.76 5.43
0.0 0.01 0.01 0.14 7.28 6.34
0.0 0.03 0.01 0.15 6.85 7.24
0.0 0.04 0.01 0.15 6.47 8.15
0.0 0.04 0.01 0.16 6.13 9.06
0.0 0.03 0.01 0.17 5.83 9.96
0.0 0.02 0.01 0.18 5.55 10.87
0.0 0.01 0.01 0.19 5.3 11.77
0.0 -0.0 0.01 0.2 5.07 12.68
0.0 -0.01 0.01 0.21 4.86 13.58
0.0 -0.02 0.01 0.21 4.66 14.49
0.0 -0.04 0.01 0.22 4.48 15.39
0.0 -0.05 0.01 0.23 4.32 16.3
0.0 -0.04 0.01 0.24 4.16 17.21
0.0 -0.03 0.01 0.25 4.02 18.11
0.0 -0.02 0.01 0.26 3.89 19.02
0.0 -0.01 0.01 0.27 3.76 19.92
0.0 -0.02 0.01 0.27 3.65 20.83
0.0 -0.02 0.01 0.28 3.53 21.73
0.0 -0.03 0.01 0.29 3.43 22.64
0.0 -0.03 0.01 0.3 3.33 23.54
0.0 -0.03 0.01 0.31 3.24 24.45
0.0 -0.02 0.01 0.32 3.15 25.35
0.0 -0.0 0.01 0.33 3.07 26.26
0.0 0.0 0.01 0.33 2.99 27.16
0.0 0.0 0.01 0.34 2.92 28.07
0.0 -0.0 0.01 0.35 2.85 28.97
0.0 -0.01 0.01 0.36 2.78 29.88
0.0 -0.01 0.01 0.37 2.71 30.79
0.0 -0.01 0.01 0.38 2.65 31.69
0.0 0.01 0.01 0.39 2.59 32.6
0.0 0.03 0.01 0.39 2.54 33.5
0.0 0.04 0.01 0.4 2.48 34.41
0.0 0.05 0.01 0.41 2.43 35.31
0.0 0.05 0.01 0.42 2.38 36.22
0.0 0.03 0.01 0.43 2.33 37.12
0.0 0.01 0.01 0.44 2.29 38.03
0.0 -0.01 0.01 0.45 2.24 38.93
0.0 -0.02 0.01 0.45 2.2 39.84
0.0 -0.02 0.01 0.46 2.16 40.74
0.0 -0.01 0.01 0.47 2.12 41.65
0.0 0.0 0.01 0.48 2.08 42.55
0.0 0.02 0.01 0.49 2.05 43.46
0.0 0.02 0.01 0.5 2.01 44.36
0.0 0.01 0.01 0.51 1.98 45.27
0.0 -0.01 0.01 0.51 1.95 46.17
0.0 -0.01 0.01 0.52 1.91 47.08
0.0 -0.01 0.01 0.53 1.88 47.98
0.0 0.01 0.01 0.54 1.85 48.89
0.0 0.03 0.01 0.55 1.82 49.79
0.0 0.04 0.01 0.56 1.8 50.7
0.0 0.05 0.01 0.57 1.77 51.6
0.0 0.05 0.01 0.57 1.74 52.51
0.0 0.04 0.01 0.58 1.72 53.41
0.0 0.02 0.01 0.59 1.69 54.32
0.0 -0.01 0.01 0.6 1.67 55.22
0.0 -0.03 0.01 0.61 1.64 56.13
0.0 -0.03 0.01 0.62 1.62 57.03
0.0 -0.03 0.01 0.63 1.6 57.94
0.0 -0.01 0.01 0.63 1.58 58.84
0.0 0.01 0.01 0.64 1.56 59.75
0.0 0.02 0.01 0.65 1.54 60.65
0.0 0.01 0.01 0.66 1.52 61.56
0.0 -0.0 0.01 0.67 1.5 62.46
0.0 -0.02 0.01 0.68 1.48 63.37
0.0 -0.03 0.01 0.69 1.46 64.27
0.0 -0.04 0.01 0.69 1.44 65.18
0.0 -0.03 0.01 0.7 1.42 66.08
0.0 -0.02 0.01 0.71 1.41 66.99
0.0 -0.01 0.01 0.72 1.39 67.89
0.0 -0.0 0.01 0.73 1.37 68.8
0.0 -0.01 0.01 0.74 1.36 69.7
0.0 -0.02 0.01 0.74 1.34 70.61
0.0 -0.03 0.01 0.75 1.33 71.51
0.0 -0.02 0.01 0.76 1.31 72.42
0.0 0.0 0.01 0.77 1.3 73.32
0.0 0.02 0.01 0.78 1.28 74.22
0.0 0.04 0.01 0.79 1.27 75.13
0.0 0.04 0.01 0.8 1.26 76.03
0.0 0.04 0.01 0.8 1.24 76.94
0.0 0.05 0.01 0.81 1.23 77.84
0.0 0.05 0.01 0.82 1.22 78.75
0.0 0.05 0.01 0.83 1.2 79.65
0.0 0.04 0.01 0.84 1.19 80.56
0.0 0.01 0.01 0.85 1.18 81.46
0.0 -0.0 0.01 0.86 1.17 82.37
0.0 -0.01 0.01 0.86 1.16 83.27
0.0 -0.0 0.01 0.87 1.15 84.18
0.0 0.02 0.01 0.88 1.13 85.08
0.0 0.03 0.01 0.89 1.12 85.98
0.0 0.04 0.01 0.9 1.11 86.89
0.0 0.05 0.01 0.91 1.1 87.79
0.0 0.05 0.01 0.92 1.09 88.7
0.0 0.05 0.01 0.92 1.08 89.6
0.0 0.02 0.02 0.08 12.9 0.0
0.0 0.01 0.02 0.09 11.61 0.93
0.0 0.01 0.02 0.09 10.56 1.87
0.0 -0.0 0.02 0.1 9.69 2.8
0.0 -0.01 0.02 0.11 8.95 3.74
0.0 -0.01 0.02 0.12 8.31 4.67
0.0 -0.0 0.02 0.13 7.76 5.61
0.0 0.02 0.02 0.14 7.28 6.54
0.0 0.05 0.02 0.15 6.85 7.48
0.0 0.08 0.02 0.15 6.47 8.41
0.0 0.08 0.02 0.16 6.13 9.35
0.0 0.06 0.02 0.17 5.83 10.28
0.0 0.04 0.02 0.18 5.55 11.22
0.0 0.02 0.02 0.19 5.3 12.15
0.0 0.0 0.02 0.2 5.07 13.08
0.0 -0.02 0.02 0.21 4.86 14.02
0.0 -0.04 0.02 0.21 4.66 14.95
0.0 -0.07 0.02 0.22 4.48 15.89
0.0 -0.09 0.02 0.23 4.32 16.82
0.0 -0.08 0.02 0.24 4.16 17.76
0.0 -0.05 0.02 0.25 4.02 18.69
0.0 -0.03 0.02 0.26 3.89 19.63
0.0 -0.02 0.02 0.27 3.76 20.56
0.0 -0.02 0.02 0.27 3.65 21.5
0.0 -0.04 0.02 0.28 3.53 22.43
0.0 -0.06 0.02 0.29 3.43 23.36
0.0 -0.06 0.02 0.3 3.33 24.3
0.0 -0.05 0.02 0.31 3.24 25.23
0.0 -0.02 0.02 0.32 3.15 26.17
0.0 0.0 0.02 0.33 3.07 27.1
0.0 0.02 0.02 0.33 2.99 28.04
0.0 0.01 0.02 0.34 2.92 28.97
0.0 0.0 0.02 0.35 2.85 29.9
0.0 -0.01 0.02 0.36 2.78 30.84
0.0 -0.02 0.02 0.37 2.71 31.77
0.0 -0.0 0.02 0.38 2.65 32.71
0.0 0.03 0.02 0.39 2.59 33.64
0.0 0.06 0.02 0.39 2.54 34.58
0.0 0.09 0.02 0.4 2.48 35.51
0.0 0.11 0.02 0.41 2.43 36.44
0.0 0.1 0.02 0.42 2.38 37.38
0.0 0.07 0.02 0.43 2.33 38.31
0.0 0.04 0.02 0.44 2.29 39.25
0.0 -0.0 0.02 0.45 2.24 40.18
0.0 -0.03 0.02 0.45 2.2 41.12
0.0 -0.03 0.02 0.46 2.16 42.05
0.0 -0.01 0.02 0.47 2.12 42.98
0.0 0.03 0.02 0.48 2.08 43.92
0.0 0.05 0.02 0.49 2.05 44.85
0.0 0.05 0.02 0.5 2.01 45.79
0.0 0.03 0.02 0.51 1.98 46.72
0.0 -0.01 0.02 0.51 1.95 47.65
0.0 -0.02 0.02 0.52 1.91 48.59
0.0 -0.01 0.02 0.53 1.88 49.52
0.0 0.03 0.02 0.54 1.85 50.46
0.0 0.06 0.02 0.55 1.82 51.39
0.0 0.09 0.02 0.56 1.8 52.33
0.0 0.11 0.02 0.57 1.77 53.26
0.0 0.11 0.02 0.57 1.74 54.19
0.0 0.08 0.02 0.58 1.72 55.13
0.0 0.04 0.02 0.59 1.69 56.06
0.0 -0.01 0.02 0.6 1.67 57.0
0.0 -0.04 0.02 0.61 1.64 57.93
0.0 -0.06 0.02 0.62 1.62 58.86
0.0 -0.04 0.02 0.63 1.6 59.8
0.0 -0.01 0.02 0.63 1.58 60.73
0.0 0.03 0.02 0.64 1.56 61.66
0.0 0.05 0.02 0.65 1.54 62.6
0.0 0.04 0.02 0.66 1.52 63.53
0.0 0.01 0.02 0.67 1.5 64.47
0.0 -0.02 0.02 0.68 1.48 65.4
0.0 -0.05 0.02 0.69 1.46 66.33
0.0 -0.05 0.02 0.69 1.44 67.27
0.0 -0.04 0.02 0.7 1.42 68.2
0.0 -0.02 0.02 0.71 1.41 69.14
0.0 0.0 0.02 0.72 1.39 70.07
0.0 0.01 0.02 0.73 1.37 71.0
0.0 -0.0 0.02 0.74 1.36 71.94
0.0 -0.03 0.02 0.74 1.34 72.87
0.0 -0.04 0.02 0.75 1.33 73.8
0.0 -0.02 0.02 0.76 1.31 74.74
0.0 0.01 0.02 0.77 1.3 75.67
0.0 0.05 0.02 0.78 1.28 76.61
0.0 0.07 0.02 0.79 1.27 77.54
0.0 0.07 0.02 0.8 1.26 78.47
0.0 0.07 0.02 0.8 1.24 79.41
0.0 0.08 0.02 0.81 1.23 80.34
0.0 0.09 0.02 0.82 1.22 81.27
0.0 0.1 0.02 0.83 1.2 82.21
0.0 0.08 0.02 0.84 1.19 83.14
0.0 0.04 0.02 0.85 1.18 84.08
0.0 0.0 0.02 0.86 1.17 85.01
0.0 -0.0 0.02 0.86 1.16 85.94
0.0 0.02 0.02 0.87 1.15 86.88
0.0 0.05 0.02 0.88 1.13 87.81
0.0 0.08 0.02 0.89 1.12 88.74
0.0 0.1 0.02 0.9 1.11 89.68
0.0 0.11 0.02 0.91 1.1 90.61
0.0 0.11 0.02 0.92 1.09 91.54
0.0 0.11 0.02 0.92 1.08 92.48
0.0 0.03 0.03 0.08 12.9 0.0
0.0 0.02 0.03 0.09 11.61 0.96
0.0 0.01 0.03 0.09 10.56 1.92
0.0 0.0 0.03 0.1 9.69 2.89
0.0 -0.01 0.03 0.11 8.95 3.85
0.0 -0.02 0.03 0.12 8.31 4.81
0.0 0.0 0.03 0.13 7.76 5.77
0.0 0.04 0.03 0.14 7.28 6.73
0.0 0.09 0.03 0.15 6.85 7.7
0.0 0.12 0.03 0.15 6.47 8.66
0.0 0.12 0.03 0.16 6.13 9.62
0.0 0.09 0.03 0.17 5.83 10.58
0.0 0.06 0.03 0.18 5.55 11.54
0.0 0.03 0.03 0.19 5.3 12.51
0.0 0.0 0.03 0.2 5.07 13.47
0.0 -0.02 0.03 0.21 4.86 14.43
0.0 -0.06 0.03 0.21 4.66 15.39
0.0 -0.11 0.03 0.22 4.48 16.35
0.0 -0.14 0.03 0.23 4.32 17.32
0.0 -0.12 0.03 0.24 4.16 18.28
0.0 -0.07 0.03 0.25 4.02 19.24
0.0 -0.03 0.03 0.26 3.89 20.2
0.0 -0.01 0.03 0.27 3.76 21.16
0.0 -0.02 0.03 0.27 3.65 22.12
0.0 -0.05 0.03 0.28 3.53 23.09
0.0 -0.07 0.03 0.29 3.43 24.05
0.0 -0.08 0.03 0.3 3.33 25.01
0.0 -0.06 0.03 0.31 3.24 25.97
0.0 -0.02 0.03 0.32 3.15 26.93
0.0 0.01 0.03 0.33 3.07 27.89
0.0 0.04 0.03 0.33 2.99 28.86
0.0 0.03 0.03 0.34 2.92 29.82
0.0 0.01 0.03 0.35 2.85 30.78
0.0 -0.01 0.03 0.36 2.78 31.74
0.0 -0.01 0.03 0.37 2.71 32.7
0.0 0.01 0.03 0.38 2.65 33.66
0.0 0.05 0.03 0.39 2.59 34.63
0.0 0.1 0.03 0.39 2.54 35.59
0.0 0.14 0.03 0.4 2.48 36.55
0.0 0.16 0.03 0.41 2.43 37.51
0.0 0.15 0.03 0.42 2.38 38.47
0.0 0.12 0.03 0.43 2.33 39.43
0.0 0.06 0.03 0.44 2.29 40.4
0.0 0.01 0.03 0.45 2.24 41.36
0.0 -0.02 0.03 0.45 2.2 42.32
0.0 -0.03 0.03 0.46 2.16 43.28
0.0 0.01 0.03 0.47 2.12 44.24
0.0 0.06 0.03 0.48 2.08 45.2
0.0 0.1 0.03 0.49 2.05 46.17
0.0 0.1 0.03 0.5 2.01 47.13
0.0 0.05 0.03 0.51 1.98 48.09
0.0 -0.0 0.03 0.51 1.95 49.05
0.0 -0.02 0.03 0.52 1.91 50.01
0.0 0.01 0.03 0.53 1.88 50.97
0.0 0.06 0.03 0.54 1.85 51.93
0.0 0.1 0.03 0.55 1.82 52.9
0.0 0.14 0.03 0.56 1.8 53.86
0.0 0.16 0.03 0.57 1.77 54.82
0.0 0.16 0.03 0.57 1.74 55.78
0.0 0.13 0.03 0.58 1.72 56.74
0.0 0.08 0.03 0.59 1.69 57.7
0.0 0.01 0.03 0.6 1.67 58.66
0.0 -0.05 0.03 0.61 1.64 59.62
0.0 -0.07 0.03 0.62 1.62 60.59
0.0 -0.05 0.03 0.63 1.6 61.55
0.0 0.01 0.03 0.63 1.58 62.51
0.0 0.06 0.03 0.64 1.56 63.47
0.0 0.08 0.03 0.65 1.54 64.43
0.0 0.07 0.03 0.66 1.52 65.39
0.0 0.03 0.03 0.67 1.5 66.35
0.0 -0.01 0.03 0.68 1.48 67.31
0.0 -0.05 0.03 0.69 1.46 68.28
0.0 -0.06 0.03 0.69 1.44 69.24
0.0 -0.04 0.03 0.7 1.42 70.2
0.0 -0.01 0.03 0.71 1.41 71.16
0.0 0.03 0.03 0.72 1.39 72.12
0.0 0.04 0.03 0.73 1.37 73.08
0.0 0.02 0.03 0.74 1.36 74.04
0.0 -0.02 0.03 0.74 1.34 75.0
0.0 -0.04 0.03 0.75 1.33 75.96
0.0 -0.02 0.03 0.76 1.31 76.93
0.0 0.03 0.03 0.77 1.3 77.89
0.0 0.08 0.03 0.78 1.28 78.85
0.0 0.1 0.03 0.79 1.27 79.81
0.0 0.11 0.03 0.8 1.26 80.77
0.0 0.1 0.03 0.8 1.24 81.73
0.0 0.11 0.03 0.81 1.23 82.69
0.0 0.13 0.03 0.82 1.22 83.65
0.0 0.14 0.03 0.83 1.2 84.61
0.0 0.13 0.03 0.84 1.19 85.58
0.0 0.08 0.03 0.85 1.18 86.54
0.0 0.03 0.03 0.86 1.17 87.5
0.0 0.02 0.03 0.86 1.16 88.46
0.0 0.05 0.03 0.87 1.15 89.42
0.0 0.1 0.03 0.88 1.13 90.38
0.0 0.13 0.03 0.89 1.12 91.34
0.0 0.16 0.03 0.9 1.11 92.3
0.0 0.18 0.03 0.91 1.1 93.26
0.0 0.18 0.03 0.92 1.09 94.22
0.0 0.17 0.03 0.92 1.08 95.18
0.0 0.05 0.04 0.08 12.9 0.0
0.0 0.04 0.04 0.09 11.61 0.99
0.0 0.03 0.04 0.09 10.56 1.98
0.0 0.01 0.04 0.1 9.69 2.96
0.0 -0.01 0.04 0.11 8.95 3.95
0.0 -0.01 0.04 0.12 8.31 4.94
0.0 0.01 0.04 0.13 7.76 5.93
0.0 0.06 0.04 0.14 7.28 6.92
0.0 0.12 0.04 0.15 6.85 7.9
0.0 0.15 0.04 0.15 6.47 8.89
0.0 0.15 0.04 0.16 6.13 9.88
0.0 0.12 0.04 0.17 5.83 10.87
0.0 0.08 0.04 0.18 5.55 11.85
0.0 0.04 0.04 0.19 5.3 12.84
0.0 0.01 0.04 0.2 5.07 13.83
0.0 -0.03 0.04 0.21 4.86 14.82
0.0 -0.09 0.04 0.21 4.66 15.81
0.0 -0.15 0.04 0.22 4.48 16.79
0.0 -0.18 0.04 0.23 4.32 17.78
0.0 -0.15 0.04 0.24 4.16 18.77
0.0 -0.08 0.04 0.25 4.02 19.76
0.0 -0.02 0.04 0.26 3.89 20.74
0.0 0.0 0.04 0.27 3.76 21.73
0.0 -0.01 0.04 0.27 3.65 22.72
0.0 -0.05 0.04 0.28 3.53 23.71
0.0 -0.08 0.04 0.29 3.43 24.69
0.0 -0.08 0.04 0.3 3.33 25.68
0.0 -0.06 0.04 0.31 3.24 26.67
0.0 -0.01 0.04 0.32 3.15 27.66
0.0 0.04 0.04 0.33 3.07 28.65
0.0 0.06 0.04 0.33 2.99 29.63
0.0 0.06 0.04 0.34 2.92 30.62
0.0 0.04 0.04 0.35 2.85 31.61
0.0 0.01 0.04 0.36 2.78 32.6
0.0 0.01 0.04 0.37 2.71 33.58
0.0 0.04 0.04 0.38 2.65 34.57
0.0 0.09 0.04 0.39 2.59 35.56
0.0 0.14 0.04 0.39 2.54 36.55
0.0 0.19 0.04 0.4 2.48 37.53
0.0 0.21 0.04 0.41 2.43 38.52
0.0 0.2 0.04 0.42 2.38 39.51
0.0 0.16 0.04 0.43 2.33 40.5
0.0 0.1 0.04 0.44 2.29 41.48
0.0 0.04 0.04 0.45 2.24 42.47
0.0 -0.01 0.04 0.45 2.2 43.46
0.0 -0.01 0.04 0.46 2.16 44.44
0.0 0.04 0.04 0.47 2.12 45.43
0.0 0.11 0.04 0.48 2.08 46.42
0.0 0.16 0.04 0.49 2.05 47.41
0.0 0.16 0.04 0.5 2.01 48.39
0.0 0.09 0.04 0.51 1.98 49.38
0.0 0.01 0.04 0.51 1.95 50.37
0.0 -0.01 0.04 0.52 1.91 51.36
0.0 0.03 0.04 0.53 1.88 52.34
0.0 0.09 0.04 0.54 1.85 53.33
0.0 0.15 0.04 0.55 1.82 54.32
0.0 0.19 0.04 0.56 1.8 55.31
0.0 0.21 0.04 0.57 1.77 56.29
0.0 0.21 0.04 0.57 1.74 57.28
0.0 0.18 0.04 0.58 1.72 58.27
0.0 0.12 0.04 0.59 1.69 59.25
0.0 0.04 0.04 0.6 1.67 60.24
0.0 -0.04 0.04 0.61 1.64 61.23
0.0 -0.07 0.04 0.62 1.62 62.22
0.0 -0.04 0.04 0.63 1.6 63.2
0.0 0.03 0.04 0.63 1.58 64.19
0.0 0.1 0.04 0.64 1.56 65.18
0.0 0.13 0.04 0.65 1.54 66.16
0.0 0.12 0.04 0.66 1.52 67.15
0.0 0.07 0.04 0.67 1.5 68.14
0.0 0.02 0.04 0.68 1.48 69.13
0.0 -0.02 0.04 0.69 1.46 70.11
0.0 -0.04 0.04 0.69 1.44 71.1
0.0 -0.02 0.04 0.7 1.42 72.09
0.0 0.02 0.04 0.71 1.41 73.07
0.0 0.06 0.04 0.72 1.39 74.06
0.0 0.08 0.04 0.73 1.37 75.05
0.0 0.05 0.04 0.74 1.36 76.03
0.0 0.01 0.04 0.74 1.34 77.02
0.0 -0.02 0.04 0.75 1.33 78.01
0.0 0.0 0.04 0.76 1.31 79.0
0.0 0.06 0.04 0.77 1.3 79.98
0.0 0.11 0.04 0.78 1.28 80.97
0.0 0.14 0.04 0.79 1.27 81.96
0.0 0.13 0.04 0.8 1.26 82.94
0.0 0.13 0.04 0.8 1.24 83.93
0.0 0.14 0.04 0.81 1.23 84.92
0.0 0.16 0.04 0.82 1.22 85.9
0.0 0.18 0.04 0.83 1.2 86.89
0.0 0.17 0.04 0.84 1.19 87.88
0.0 0.12 0.04 0.85 1.18 88.86
0.0 0.06 0.04 0.86 1.17 89.85
0.0 0.06 0.04 0.86 1.16 90.84
0.0 0.1 0.04 0.87 1.15 91.82
0.0 0.15 0.04 0.88 1.13 92.81
0.0 0.19 0.04 0.89 1.12 93.8
0.0 0.22 0.04 0.9 1.11 94.78
0.0 0.24 0.04 0.91 1.1 95.77
0.0 0.25 0.04 0.92 1.09 96.76
0.0 0.23 0.04 0.92 1.08 97.75
0.0 0.07 0.05 0.08 12.9 0.0
0.0 0.06 0.05 0.09 11.61 1.01
0.0 0.04 0.05 0.09 10.56 2.03
0.0 0.02 0.05 0.1 9.69 3.04
0.0 0.0 0.05 0.11 8.95 4.05
0.0 -0.01 0.05 0.12 8.31 5.06
0.0 0.02 0.05 0.13 7.76 6.08
0.0 0.08 0.05 0.14 7.28 7.09
0.0 0.15 0.05 0.15 6.85 8.1
0.0 0.19 0.05 0.15 6.47 9.11
0.0 0.19 0.05 0.16 6.13 10.12
0.0 0.15 0.05 0.17 5.83 11.14
0.0 0.09 0.05 0.18 5.55 12.15
0.0 0.05 0.05 0.19 5.3 13.16
0.0 0.01 0.05 0.2 5.07 14.17
0.0 -0.03 0.05 0.21 4.86 15.19
0.0 -0.11 0.05 0.21 4.66 16.2
0.0 -0.19 0.05 0.22 4.48 17.21
0.0 -0.23 0.05 0.23 4.32 18.22
0.0 -0.18 0.05 0.24 4.16 19.24
0.0 -0.08 0.05 0.25 4.02 20.25
0.0 -0.0 0.05 0.26 3.89 21.26
0.0 0.02 0.05 0.27 3.76 22.27
0.0 0.0 0.05 0.27 3.65 23.29
0.0 -0.04 0.05 0.28 3.53 24.3
0.0 -0.07 0.05 0.29 3.43 25.31
0.0 -0.08 0.05 0.3 3.33 26.32
0.0 -0.05 0.05 0.31 3.24 27.33
0.0 0.0 0.05 0.32 3.15 28.35
0.0 0.06 0.05 0.33 3.07 29.36
0.0 0.1 0.05 0.33 2.99 30.37
0.0 0.1 0.05 0.34 2.92 31.38
0.0 0.06 0.05 0.35 2.85 32.39
0.0 0.04 0.05 0.36 2.78 33.41
0.0 0.04 0.05 0.37 2.71 34.42
0.0 0.07 0.05 0.38 2.65 35.43
0.0 0.12 0.05 0.39 2.59 36.44
0.0 0.19 0.05 0.39 2.54 37.46
0.0 0.24 0.05 0.4 2.48 38.47
0.0 0.26 0.05 0.41 2.43 39.48
0.0 0.25 0.05 0.42 2.38 40.49
0.0 0.2 0.05 0.43 2.33 41.5
0.0 0.14 0.05 0.44 2.29 42.52
0.0 0.07 0.05 0.45 2.24 43.53
0.0 0.02 0.05 0.45 2.2 44.54
0.0 0.02 0.05 0.46 2.16 45.55
0.0 0.08 0.05 0.47 2.12 46.56
0.0 0.17 0.05 0.48 2.08 47.58
0.0 0.23 0.05 0.49 2.05 48.59
0.0 0.22 0.05 0.5 2.01 49.6
0.0 0.13 0.05 0.51 1.98 50.61
0.0 0.03 0.05 0.51 1.95 51.62
0.0 -0.0 0.05 0.52 1.91 52.63
0.0 0.06 0.05 0.53 1.88 53.65
0.0 0.14 0.05 0.54 1.85 54.66
0.0 0.2 0.05 0.55 1.82 55.67
0.0 0.24 0.05 0.56 1.8 56.68
0.0 0.26 0.05 0.57 1.77 57.69
0.0 0.26 0.05 0.57 1.74 58.71
0.0 0.23 0.05 0.58 1.72 59.72
0.0 0.16 0.05 0.59 1.69 60.73
0.0 0.07 0.05 0.6 1.67 61.74
0.0 -0.01 0.05 0.61 1.64 62.75
0.0 -0.05 0.05 0.62 1.62 63.76
0.0 -0.02 0.05 0.63 1.6 64.78
0.0 0.06 0.05 0.63 1.58 65.79
0.0 0.15 0.05 0.64 1.56 66.8
0.0 0.18 0.05 0.65 1.54 67.81
0.0 0.17 0.05 0.66 1.52 68.82
0.0 0.12 0.05 0.67 1.5 69.83
0.0 0.06 0.05 0.68 1.48 70.85
0.0 0.01 0.05 0.69 1.46 71.86
0.0 -0.0 0.05 0.69 1.44 72.87
0.0 0.01 0.05 0.7 1.42 73.88
