Probability Power PlanetMass Frequency Period RVamplitude
0.9 0.74 0.22 0.61 1.63 82.76
1.0 0.81 0.22 0.63 1.59 85.43
1.0 0.82 0.22 0.65 1.54 88.09
1.0 0.81 0.22 0.67 1.5 90.76
1.0 0.8 0.22 0.68 1.47 93.43
1.0 0.8 0.22 0.7 1.43 96.1
1.0 0.81 0.22 0.72 1.39 98.77
1.0 0.81 0.22 0.73 1.36 101.44
1.0 0.77 0.22 0.75 1.33 104.1
0.0 0.61 0.22 0.77 1.3 106.77
0.0 0.41 0.22 0.79 1.27 109.44
0.0 0.26 0.22 0.8 1.24 112.11
0.0 0.36 0.22 0.82 1.22 114.78
0.0 0.58 0.22 0.84 1.19 117.44
1.0 0.77 0.22 0.86 1.17 120.11
1.0 0.85 0.22 0.87 1.15 122.78
1.0 0.83 0.22 0.89 1.12 125.45
1.0 0.82 0.22 0.91 1.1 128.11
1.0 0.82 0.22 0.92 1.08 130.78
0.0 0.58 0.24 0.08 12.9 0.0
0.0 0.62 0.24 0.09 10.55 2.73
0.0 0.64 0.24 0.11 8.92 5.45
0.9 0.69 0.24 0.13 7.73 8.18
1.0 0.67 0.24 0.15 6.82 10.91
0.0 0.51 0.24 0.16 6.1 13.63
0.0 0.28 0.24 0.18 5.52 16.36
0.0 0.16 0.24 0.2 5.04 19.09
0.0 0.3 0.24 0.22 4.63 21.81
0.0 0.53 0.24 0.23 4.29 24.54
0.8 0.7 0.24 0.25 3.99 27.27
1.0 0.73 0.24 0.27 3.74 29.99
0.8 0.73 0.24 0.28 3.51 32.72
0.8 0.74 0.24 0.3 3.31 35.44
1.0 0.76 0.24 0.32 3.13 38.17
1.0 0.77 0.24 0.34 2.97 40.9
1.0 0.77 0.24 0.35 2.82 43.62
1.0 0.75 0.24 0.37 2.69 46.35
1.0 0.71 0.24 0.39 2.57 49.07
1.0 0.7 0.24 0.41 2.46 51.8
0.4 0.72 0.24 0.42 2.36 54.53
1.0 0.75 0.24 0.44 2.27 57.25
1.0 0.79 0.24 0.46 2.18 59.98
1.0 0.83 0.24 0.48 2.1 62.7
1.0 0.86 0.24 0.49 2.03 65.43
0.9 0.87 0.24 0.51 1.96 68.15
1.0 0.84 0.24 0.53 1.9 70.88
1.0 0.8 0.24 0.54 1.84 73.6
1.0 0.72 0.24 0.56 1.78 76.33
1.0 0.7 0.24 0.58 1.73 79.05
0.7 0.73 0.24 0.6 1.68 81.78
0.9 0.76 0.24 0.61 1.63 84.5
1.0 0.83 0.24 0.63 1.59 87.23
1.0 0.84 0.24 0.65 1.54 89.95
1.0 0.84 0.24 0.67 1.5 92.68
1.0 0.82 0.24 0.68 1.47 95.4
1.0 0.82 0.24 0.7 1.43 98.13
1.0 0.83 0.24 0.72 1.39 100.85
1.0 0.84 0.24 0.73 1.36 103.57
1.0 0.78 0.24 0.75 1.33 106.3
0.0 0.63 0.24 0.77 1.3 109.02
0.0 0.41 0.24 0.79 1.27 111.75
0.0 0.27 0.24 0.8 1.24 114.47
0.0 0.36 0.24 0.82 1.22 117.19
0.0 0.59 0.24 0.84 1.19 119.92
1.0 0.79 0.24 0.86 1.17 122.64
1.0 0.87 0.24 0.87 1.15 125.37
1.0 0.85 0.24 0.89 1.12 128.09
1.0 0.84 0.24 0.91 1.1 130.81
1.0 0.84 0.24 0.92 1.08 133.54
0.0 0.62 0.27 0.08 12.9 0.0
0.0 0.65 0.27 0.09 10.55 2.78
0.3 0.67 0.27 0.11 8.92 5.56
1.0 0.72 0.27 0.13 7.73 8.34
1.0 0.7 0.27 0.15 6.82 11.12
0.0 0.53 0.27 0.16 6.1 13.9
0.0 0.29 0.27 0.18 5.52 16.68
0.0 0.17 0.27 0.2 5.04 19.47
0.0 0.31 0.27 0.22 4.63 22.25
0.0 0.54 0.27 0.23 4.29 25.03
1.0 0.72 0.27 0.25 3.99 27.81
1.0 0.76 0.27 0.27 3.74 30.59
0.9 0.75 0.27 0.28 3.51 33.37
0.9 0.76 0.27 0.3 3.31 36.15
1.0 0.78 0.27 0.32 3.13 38.93
1.0 0.8 0.27 0.34 2.97 41.71
1.0 0.79 0.27 0.35 2.82 44.49
1.0 0.77 0.27 0.37 2.69 47.27
1.0 0.73 0.27 0.39 2.57 50.05
1.0 0.71 0.27 0.41 2.46 52.83
1.0 0.74 0.27 0.42 2.36 55.61
1.0 0.77 0.27 0.44 2.27 58.39
1.0 0.81 0.27 0.46 2.18 61.17
1.0 0.85 0.27 0.48 2.1 63.94
1.0 0.88 0.27 0.49 2.03 66.72
0.9 0.88 0.27 0.51 1.96 69.5
1.0 0.86 0.27 0.53 1.9 72.28
1.0 0.81 0.27 0.54 1.84 75.06
1.0 0.74 0.27 0.56 1.78 77.84
1.0 0.71 0.27 0.58 1.73 80.62
0.8 0.74 0.27 0.6 1.68 83.4
1.0 0.78 0.27 0.61 1.63 86.18
1.0 0.85 0.27 0.63 1.59 88.96
1.0 0.86 0.27 0.65 1.54 91.73
1.0 0.85 0.27 0.67 1.5 94.51
1.0 0.84 0.27 0.68 1.47 97.29
1.0 0.83 0.27 0.7 1.43 100.07
1.0 0.84 0.27 0.72 1.39 102.85
1.0 0.85 0.27 0.73 1.36 105.63
1.0 0.8 0.27 0.75 1.33 108.41
0.0 0.64 0.27 0.77 1.3 111.18
0.0 0.42 0.27 0.79 1.27 113.96
0.0 0.27 0.27 0.8 1.24 116.74
0.0 0.37 0.27 0.82 1.22 119.52
0.0 0.6 0.27 0.84 1.19 122.3
1.0 0.8 0.27 0.86 1.17 125.07
1.0 0.88 0.27 0.87 1.15 127.85
1.0 0.86 0.27 0.89 1.12 130.63
1.0 0.85 0.27 0.91 1.1 133.41
1.0 0.85 0.27 0.92 1.08 136.18
0.0 0.64 0.29 0.08 12.9 0.0
0.3 0.68 0.29 0.09 10.55 2.83
0.8 0.7 0.29 0.11 8.92 5.67
1.0 0.75 0.29 0.13 7.73 8.5
1.0 0.72 0.29 0.15 6.82 11.33
0.0 0.54 0.29 0.16 6.1 14.16
0.0 0.3 0.29 0.18 5.52 17.0
0.0 0.17 0.29 0.2 5.04 19.83
0.0 0.32 0.29 0.22 4.63 22.66
0.0 0.56 0.29 0.23 4.29 25.49
1.0 0.74 0.29 0.25 3.99 28.33
1.0 0.78 0.29 0.27 3.74 31.16
1.0 0.77 0.29 0.28 3.51 33.99
0.9 0.77 0.29 0.3 3.31 36.82
1.0 0.8 0.29 0.32 3.13 39.66
1.0 0.82 0.29 0.34 2.97 42.49
1.0 0.82 0.29 0.35 2.82 45.32
1.0 0.79 0.29 0.37 2.69 48.15
1.0 0.74 0.29 0.39 2.57 50.98
1.0 0.73 0.29 0.41 2.46 53.81
1.0 0.75 0.29 0.42 2.36 56.65
1.0 0.78 0.29 0.44 2.27 59.48
1.0 0.82 0.29 0.46 2.18 62.31
1.0 0.86 0.29 0.48 2.1 65.14
1.0 0.89 0.29 0.49 2.03 67.97
0.9 0.9 0.29 0.51 1.96 70.8
1.0 0.87 0.29 0.53 1.9 73.63
1.0 0.83 0.29 0.54 1.84 76.47
1.0 0.75 0.29 0.56 1.78 79.3
1.0 0.73 0.29 0.58 1.73 82.13
1.0 0.75 0.29 0.6 1.68 84.96
1.0 0.79 0.29 0.61 1.63 87.79
1.0 0.86 0.29 0.63 1.59 90.62
1.0 0.88 0.29 0.65 1.54 93.45
1.0 0.87 0.29 0.67 1.5 96.28
1.0 0.85 0.29 0.68 1.47 99.11
1.0 0.85 0.29 0.7 1.43 101.94
1.0 0.86 0.29 0.72 1.39 104.77
1.0 0.87 0.29 0.73 1.36 107.6
1.0 0.81 0.29 0.75 1.33 110.43
0.0 0.64 0.29 0.77 1.3 113.26
0.0 0.42 0.29 0.79 1.27 116.09
0.0 0.27 0.29 0.8 1.24 118.92
0.0 0.37 0.29 0.82 1.22 121.75
0.0 0.61 0.29 0.84 1.19 124.58
1.0 0.81 0.29 0.86 1.17 127.41
1.0 0.9 0.29 0.87 1.15 130.24
1.0 0.88 0.29 0.89 1.12 133.07
1.0 0.86 0.29 0.91 1.1 135.9
1.0 0.86 0.29 0.92 1.08 138.73
0.2 0.67 0.31 0.08 12.9 0.0
0.4 0.7 0.31 0.09 10.55 2.88
0.8 0.72 0.31 0.11 8.92 5.77
1.0 0.77 0.31 0.13 7.73 8.65
1.0 0.73 0.31 0.15 6.82 11.53
0.0 0.55 0.31 0.16 6.1 14.42
0.0 0.3 0.31 0.18 5.52 17.3
0.0 0.17 0.31 0.2 5.04 20.18
0.0 0.32 0.31 0.22 4.63 23.06
0.0 0.57 0.31 0.23 4.29 25.95
1.0 0.76 0.31 0.25 3.99 28.83
1.0 0.8 0.31 0.27 3.74 31.71
1.0 0.79 0.31 0.28 3.51 34.59
1.0 0.79 0.31 0.3 3.31 37.48
1.0 0.81 0.31 0.32 3.13 40.36
1.0 0.84 0.31 0.34 2.97 43.24
1.0 0.84 0.31 0.35 2.82 46.12
1.0 0.81 0.31 0.37 2.69 49.0
1.0 0.76 0.31 0.39 2.57 51.89
1.0 0.74 0.31 0.41 2.46 54.77
1.0 0.76 0.31 0.42 2.36 57.65
1.0 0.8 0.31 0.44 2.27 60.53
1.0 0.84 0.31 0.46 2.18 63.41
1.0 0.88 0.31 0.48 2.1 66.3
1.0 0.91 0.31 0.49 2.03 69.18
0.9 0.91 0.31 0.51 1.96 72.06
1.0 0.88 0.31 0.53 1.9 74.94
1.0 0.84 0.31 0.54 1.84 77.82
1.0 0.76 0.31 0.56 1.78 80.7
1.0 0.74 0.31 0.58 1.73 83.58
1.0 0.76 0.31 0.6 1.68 86.46
1.0 0.81 0.31 0.61 1.63 89.35
1.0 0.88 0.31 0.63 1.59 92.23
1.0 0.89 0.31 0.65 1.54 95.11
1.0 0.88 0.31 0.67 1.5 97.99
1.0 0.86 0.31 0.68 1.47 100.87
1.0 0.86 0.31 0.7 1.43 103.75
1.0 0.87 0.31 0.72 1.39 106.63
1.0 0.88 0.31 0.73 1.36 109.51
1.0 0.82 0.31 0.75 1.33 112.39
0.0 0.65 0.31 0.77 1.3 115.27
0.0 0.43 0.31 0.79 1.27 118.15
0.0 0.27 0.31 0.8 1.24 121.03
0.0 0.38 0.31 0.82 1.22 123.91
0.0 0.62 0.31 0.84 1.19 126.79
1.0 0.82 0.31 0.86 1.17 129.67
1.0 0.91 0.31 0.87 1.15 132.55
1.0 0.89 0.31 0.89 1.12 135.43
1.0 0.87 0.31 0.91 1.1 138.31
1.0 0.87 0.31 0.92 1.08 141.19
0.3 0.69 0.33 0.08 12.9 0.0
0.5 0.72 0.33 0.09 10.55 2.93
0.9 0.74 0.33 0.11 8.92 5.86
1.0 0.79 0.33 0.13 7.73 8.79
1.0 0.75 0.33 0.15 6.82 11.73
0.0 0.56 0.33 0.16 6.1 14.66
0.0 0.31 0.33 0.18 5.52 17.59
0.0 0.17 0.33 0.2 5.04 20.52
0.0 0.33 0.33 0.22 4.63 23.45
0.0 0.58 0.33 0.23 4.29 26.38
1.0 0.77 0.33 0.25 3.99 29.31
1.0 0.82 0.33 0.27 3.74 32.24
1.0 0.8 0.33 0.28 3.51 35.18
1.0 0.8 0.33 0.3 3.31 38.11
1.0 0.83 0.33 0.32 3.13 41.04
1.0 0.85 0.33 0.34 2.97 43.97
1.0 0.85 0.33 0.35 2.82 46.9
1.0 0.82 0.33 0.37 2.69 49.83
1.0 0.77 0.33 0.39 2.57 52.76
1.0 0.75 0.33 0.41 2.46 55.69
1.0 0.77 0.33 0.42 2.36 58.62
1.0 0.81 0.33 0.44 2.27 61.55
1.0 0.85 0.33 0.46 2.18 64.48
1.0 0.89 0.33 0.48 2.1 67.41
1.0 0.91 0.33 0.49 2.03 70.34
0.9 0.92 0.33 0.51 1.96 73.27
1.0 0.89 0.33 0.53 1.9 76.2
1.0 0.85 0.33 0.54 1.84 79.13
1.0 0.77 0.33 0.56 1.78 82.06
1.0 0.74 0.33 0.58 1.73 84.99
1.0 0.77 0.33 0.6 1.68 87.92
1.0 0.82 0.33 0.61 1.63 90.85
1.0 0.89 0.33 0.63 1.59 93.78
1.0 0.91 0.33 0.65 1.54 96.71
1.0 0.89 0.33 0.67 1.5 99.64
1.0 0.87 0.33 0.68 1.47 102.57
1.0 0.86 0.33 0.7 1.43 105.49
1.0 0.88 0.33 0.72 1.39 108.42
1.0 0.89 0.33 0.73 1.36 111.35
1.0 0.83 0.33 0.75 1.33 114.28
0.0 0.66 0.33 0.77 1.3 117.21
0.0 0.43 0.33 0.79 1.27 120.14
0.0 0.28 0.33 0.8 1.24 123.07
0.0 0.38 0.33 0.82 1.22 126.0
0.0 0.62 0.33 0.84 1.19 128.92
1.0 0.83 0.33 0.86 1.17 131.85
1.0 0.92 0.33 0.87 1.15 134.78
1.0 0.9 0.33 0.89 1.12 137.71
1.0 0.88 0.33 0.91 1.1 140.64
1.0 0.88 0.33 0.92 1.08 143.57
0.5 0.71 0.35 0.08 12.9 0.0
0.7 0.74 0.35 0.09 10.55 2.98
0.9 0.76 0.35 0.11 8.92 5.96
1.0 0.81 0.35 0.13 7.73 8.94
1.0 0.76 0.35 0.15 6.82 11.91
0.0 0.57 0.35 0.16 6.1 14.89
0.0 0.31 0.35 0.18 5.52 17.87
0.0 0.18 0.35 0.2 5.04 20.85
0.0 0.33 0.35 0.22 4.63 23.83
0.0 0.59 0.35 0.23 4.29 26.81
1.0 0.79 0.35 0.25 3.99 29.78
1.0 0.84 0.35 0.27 3.74 32.76
1.0 0.81 0.35 0.28 3.51 35.74
1.0 0.81 0.35 0.3 3.31 38.72
1.0 0.84 0.35 0.32 3.13 41.69
1.0 0.87 0.35 0.34 2.97 44.67
1.0 0.87 0.35 0.35 2.82 47.65
1.0 0.83 0.35 0.37 2.69 50.63
1.0 0.78 0.35 0.39 2.57 53.6
1.0 0.76 0.35 0.41 2.46 56.58
1.0 0.78 0.35 0.42 2.36 59.56
1.0 0.82 0.35 0.44 2.27 62.54
1.0 0.86 0.35 0.46 2.18 65.51
1.0 0.9 0.35 0.48 2.1 68.49
1.0 0.92 0.35 0.49 2.03 71.47
0.9 0.92 0.35 0.51 1.96 74.44
1.0 0.9 0.35 0.53 1.9 77.42
1.0 0.86 0.35 0.54 1.84 80.4
1.0 0.78 0.35 0.56 1.78 83.37
1.0 0.75 0.35 0.58 1.73 86.35
1.0 0.78 0.35 0.6 1.68 89.33
1.0 0.83 0.35 0.61 1.63 92.3
1.0 0.9 0.35 0.63 1.59 95.28
1.0 0.92 0.35 0.65 1.54 98.26
1.0 0.9 0.35 0.67 1.5 101.23
1.0 0.88 0.35 0.68 1.47 104.21
1.0 0.87 0.35 0.7 1.43 107.18
1.0 0.89 0.35 0.72 1.39 110.16
1.0 0.9 0.35 0.73 1.36 113.14
1.0 0.84 0.35 0.75 1.33 116.11
1.0 0.66 0.35 0.77 1.3 119.09
0.0 0.43 0.35 0.79 1.27 122.06
0.0 0.28 0.35 0.8 1.24 125.04
0.0 0.38 0.35 0.82 1.22 128.01
0.0 0.63 0.35 0.84 1.19 130.99
1.0 0.84 0.35 0.86 1.17 133.96
1.0 0.93 0.35 0.87 1.15 136.94
1.0 0.91 0.35 0.89 1.12 139.91
1.0 0.89 0.35 0.91 1.1 142.89
1.0 0.88 0.35 0.92 1.08 145.86
0.6 0.73 0.37 0.08 12.9 0.0
0.8 0.76 0.37 0.09 10.55 3.02
0.9 0.78 0.37 0.11 8.92 6.05
1.0 0.83 0.37 0.13 7.73 9.07
1.0 0.77 0.37 0.15 6.82 12.1
0.0 0.58 0.37 0.16 6.1 15.12
0.0 0.31 0.37 0.18 5.52 18.14
0.0 0.18 0.37 0.2 5.04 21.17
0.0 0.34 0.37 0.22 4.63 24.19
0.0 0.6 0.37 0.23 4.29 27.21
1.0 0.8 0.37 0.25 3.99 30.24
1.0 0.85 0.37 0.27 3.74 33.26
1.0 0.82 0.37 0.28 3.51 36.29
1.0 0.82 0.37 0.3 3.31 39.31
1.0 0.85 0.37 0.32 3.13 42.33
1.0 0.88 0.37 0.34 2.97 45.35
1.0 0.88 0.37 0.35 2.82 48.38
1.0 0.84 0.37 0.37 2.69 51.4
1.0 0.79 0.37 0.39 2.57 54.42
1.0 0.77 0.37 0.41 2.46 57.45
1.0 0.79 0.37 0.42 2.36 60.47
1.0 0.82 0.37 0.44 2.27 63.49
1.0 0.87 0.37 0.46 2.18 66.51
1.0 0.91 0.37 0.48 2.1 69.54
1.0 0.93 0.37 0.49 2.03 72.56
0.9 0.93 0.37 0.51 1.96 75.58
1.0 0.91 0.37 0.53 1.9 78.6
1.0 0.87 0.37 0.54 1.84 81.63
1.0 0.79 0.37 0.56 1.78 84.65
1.0 0.76 0.37 0.58 1.73 87.67
1.0 0.78 0.37 0.6 1.68 90.69
1.0 0.83 0.37 0.61 1.63 93.71
1.0 0.91 0.37 0.63 1.59 96.73
1.0 0.92 0.37 0.65 1.54 99.76
1.0 0.91 0.37 0.67 1.5 102.78
1.0 0.88 0.37 0.68 1.47 105.8
1.0 0.88 0.37 0.7 1.43 108.82
1.0 0.89 0.37 0.72 1.39 111.84
1.0 0.91 0.37 0.73 1.36 114.86
1.0 0.85 0.37 0.75 1.33 117.89
1.0 0.67 0.37 0.77 1.3 120.91
0.0 0.44 0.37 0.79 1.27 123.93
0.0 0.28 0.37 0.8 1.24 126.95
0.0 0.38 0.37 0.82 1.22 129.97
0.0 0.63 0.37 0.84 1.19 132.99
1.0 0.85 0.37 0.86 1.17 136.01
1.0 0.94 0.37 0.87 1.15 139.03
1.0 0.92 0.37 0.89 1.12 142.05
1.0 0.89 0.37 0.91 1.1 145.07
1.0 0.89 0.37 0.92 1.08 148.09
1.0 0.75 0.39 0.08 12.9 0.0
0.9 0.77 0.39 0.09 10.55 3.07
1.0 0.8 0.39 0.11 8.92 6.14
1.0 0.84 0.39 0.13 7.73 9.2
1.0 0.78 0.39 0.15 6.82 12.27
0.0 0.59 0.39 0.16 6.1 15.34
0.0 0.32 0.39 0.18 5.52 18.41
0.0 0.18 0.39 0.2 5.04 21.48
0.0 0.34 0.39 0.22 4.63 24.54
0.0 0.61 0.39 0.23 4.29 27.61
1.0 0.81 0.39 0.25 3.99 30.68
1.0 0.86 0.39 0.27 3.74 33.75
1.0 0.83 0.39 0.28 3.51 36.82
1.0 0.83 0.39 0.3 3.31 39.88
1.0 0.86 0.39 0.32 3.13 42.95
1.0 0.89 0.39 0.34 2.97 46.02
1.0 0.89 0.39 0.35 2.82 49.08
1.0 0.85 0.39 0.37 2.69 52.15
1.0 0.8 0.39 0.39 2.57 55.22
1.0 0.77 0.39 0.41 2.46 58.29
1.0 0.8 0.39 0.42 2.36 61.35
1.0 0.83 0.39 0.44 2.27 64.42
1.0 0.88 0.39 0.46 2.18 67.49
1.0 0.91 0.39 0.48 2.1 70.55
1.0 0.94 0.39 0.49 2.03 73.62
0.9 0.93 0.39 0.51 1.96 76.69
1.0 0.92 0.39 0.53 1.9 79.75
1.0 0.88 0.39 0.54 1.84 82.82
1.0 0.79 0.39 0.56 1.78 85.88
1.0 0.76 0.39 0.58 1.73 88.95
1.0 0.79 0.39 0.6 1.68 92.02
1.0 0.84 0.39 0.61 1.63 95.08
1.0 0.91 0.39 0.63 1.59 98.15
1.0 0.93 0.39 0.65 1.54 101.21
1.0 0.91 0.39 0.67 1.5 104.28
1.0 0.89 0.39 0.68 1.47 107.35
1.0 0.88 0.39 0.7 1.43 110.41
1.0 0.9 0.39 0.72 1.39 113.48
1.0 0.91 0.39 0.73 1.36 116.54
1.0 0.85 0.39 0.75 1.33 119.61
1.0 0.67 0.39 0.77 1.3 122.67
0.0 0.44 0.39 0.79 1.27 125.74
0.0 0.28 0.39 0.8 1.24 128.8
0.0 0.39 0.39 0.82 1.22 131.87
0.0 0.64 0.39 0.84 1.19 134.93
1.0 0.85 0.39 0.86 1.17 138.0
1.0 0.94 0.39 0.87 1.15 141.06
1.0 0.93 0.39 0.89 1.12 144.13
1.0 0.9 0.39 0.91 1.1 147.19
1.0 0.89 0.39 0.92 1.08 150.26
1.0 0.76 0.41 0.08 12.9 0.0
1.0 0.79 0.41 0.09 10.55 3.11
1.0 0.81 0.41 0.11 8.92 6.22
1.0 0.85 0.41 0.13 7.73 9.33
1.0 0.79 0.41 0.15 6.82 12.44
0.0 0.6 0.41 0.16 6.1 15.56
0.0 0.32 0.41 0.18 5.52 18.67
0.0 0.18 0.41 0.2 5.04 21.78
0.0 0.34 0.41 0.22 4.63 24.89
0.0 0.61 0.41 0.23 4.29 28.0
1.0 0.82 0.41 0.25 3.99 31.11
1.0 0.87 0.41 0.27 3.74 34.22
1.0 0.84 0.41 0.28 3.51 37.33
1.0 0.84 0.41 0.3 3.31 40.44
1.0 0.86 0.41 0.32 3.13 43.55
1.0 0.9 0.41 0.34 2.97 46.66
1.0 0.9 0.41 0.35 2.82 49.77
1.0 0.86 0.41 0.37 2.69 52.88
1.0 0.8 0.41 0.39 2.57 55.99
1.0 0.78 0.41 0.41 2.46 59.1
1.0 0.8 0.41 0.42 2.36 62.21
1.0 0.84 0.41 0.44 2.27 65.32
1.0 0.88 0.41 0.46 2.18 68.43
1.0 0.92 0.41 0.48 2.1 71.54
1.0 0.94 0.41 0.49 2.03 74.65
0.9 0.94 0.41 0.51 1.96 77.76
1.0 0.92 0.41 0.53 1.9 80.87
1.0 0.88 0.41 0.54 1.84 83.98
1.0 0.8 0.41 0.56 1.78 87.09
1.0 0.77 0.41 0.58 1.73 90.2
1.0 0.79 0.41 0.6 1.68 93.3
1.0 0.85 0.41 0.61 1.63 96.41
1.0 0.92 0.41 0.63 1.59 99.52
1.0 0.94 0.41 0.65 1.54 102.63
1.0 0.92 0.41 0.67 1.5 105.74
1.0 0.9 0.41 0.68 1.47 108.85
1.0 0.89 0.41 0.7 1.43 111.96
1.0 0.9 0.41 0.72 1.39 115.06
1.0 0.92 0.41 0.73 1.36 118.17
1.0 0.86 0.41 0.75 1.33 121.28
1.0 0.68 0.41 0.77 1.3 124.39
0.0 0.44 0.41 0.79 1.27 127.5
0.0 0.28 0.41 0.8 1.24 130.61
0.0 0.39 0.41 0.82 1.22 133.71
0.0 0.64 0.41 0.84 1.19 136.82
1.0 0.86 0.41 0.86 1.17 139.93
1.0 0.95 0.41 0.87 1.15 143.04
1.0 0.93 0.41 0.89 1.12 146.14
1.0 0.9 0.41 0.91 1.1 149.25
1.0 0.9 0.41 0.92 1.08 152.36
1.0 0.77 0.43 0.08 12.9 0.0
1.0 0.8 0.43 0.09 10.55 3.15
1.0 0.82 0.43 0.11 8.92 6.31
1.0 0.86 0.43 0.13 7.73 9.46
1.0 0.8 0.43 0.15 6.82 12.61
0.0 0.6 0.43 0.16 6.1 15.76
0.0 0.32 0.43 0.18 5.52 18.92
0.0 0.18 0.43 0.2 5.04 22.07
0.0 0.35 0.43 0.22 4.63 25.22
0.0 0.62 0.43 0.23 4.29 28.38
1.0 0.83 0.43 0.25 3.99 31.53
1.0 0.88 0.43 0.27 3.74 34.68
1.0 0.85 0.43 0.28 3.51 37.83
1.0 0.84 0.43 0.3 3.31 40.98
1.0 0.87 0.43 0.32 3.13 44.14
1.0 0.9 0.43 0.34 2.97 47.29
1.0 0.91 0.43 0.35 2.82 50.44
1.0 0.87 0.43 0.37 2.69 53.59
1.0 0.81 0.43 0.39 2.57 56.74
1.0 0.78 0.43 0.41 2.46 59.9
1.0 0.81 0.43 0.42 2.36 63.05
1.0 0.84 0.43 0.44 2.27 66.2
1.0 0.89 0.43 0.46 2.18 69.35
1.0 0.92 0.43 0.48 2.1 72.5
1.0 0.95 0.43 0.49 2.03 75.65
0.9 0.94 0.43 0.51 1.96 78.8
1.0 0.93 0.43 0.53 1.9 81.95
1.0 0.89 0.43 0.54 1.84 85.11
1.0 0.8 0.43 0.56 1.78 88.26
1.0 0.77 0.43 0.58 1.73 91.41
1.0 0.8 0.43 0.6 1.68 94.56
1.0 0.85 0.43 0.61 1.63 97.71
1.0 0.93 0.43 0.63 1.59 100.86
1.0 0.94 0.43 0.65 1.54 104.01
1.0 0.92 0.43 0.67 1.5 107.16
1.0 0.9 0.43 0.68 1.47 110.31
1.0 0.89 0.43 0.7 1.43 113.46
1.0 0.91 0.43 0.72 1.39 116.61
1.0 0.93 0.43 0.73 1.36 119.76
1.0 0.87 0.43 0.75 1.33 122.91
1.0 0.69 0.43 0.77 1.3 126.06
0.0 0.45 0.43 0.79 1.27 129.21
0.0 0.28 0.43 0.8 1.24 132.36
0.0 0.39 0.43 0.82 1.22 135.51
0.0 0.64 0.43 0.84 1.19 138.66
1.0 0.86 0.43 0.86 1.17 141.81
1.0 0.95 0.43 0.87 1.15 144.96
1.0 0.94 0.43 0.89 1.12 148.11
1.0 0.91 0.43 0.91 1.1 151.26
1.0 0.9 0.43 0.92 1.08 154.41
1.0 0.79 0.45 0.08 12.9 0.0
1.0 0.81 0.45 0.09 10.55 3.19
1.0 0.83 0.45 0.11 8.92 6.39
1.0 0.87 0.45 0.13 7.73 9.58
1.0 0.81 0.45 0.15 6.82 12.77
0.0 0.61 0.45 0.16 6.1 15.97
0.0 0.33 0.45 0.18 5.52 19.16
0.0 0.18 0.45 0.2 5.04 22.35
0.0 0.35 0.45 0.22 4.63 25.55
0.0 0.63 0.45 0.23 4.29 28.74
1.0 0.84 0.45 0.25 3.99 31.93
1.0 0.89 0.45 0.27 3.74 35.13
1.0 0.85 0.45 0.28 3.51 38.32
1.0 0.85 0.45 0.3 3.31 41.51
1.0 0.88 0.45 0.32 3.13 44.71
1.0 0.91 0.45 0.34 2.97 47.9
1.0 0.91 0.45 0.35 2.82 51.09
1.0 0.87 0.45 0.37 2.69 54.28
1.0 0.82 0.45 0.39 2.57 57.48
1.0 0.79 0.45 0.41 2.46 60.67
1.0 0.81 0.45 0.42 2.36 63.86
1.0 0.85 0.45 0.44 2.27 67.05
1.0 0.89 0.45 0.46 2.18 70.24
1.0 0.93 0.45 0.48 2.1 73.44
1.0 0.95 0.45 0.49 2.03 76.63
0.9 0.95 0.45 0.51 1.96 79.82
1.0 0.93 0.45 0.53 1.9 83.01
1.0 0.89 0.45 0.54 1.84 86.2
1.0 0.81 0.45 0.56 1.78 89.4
1.0 0.78 0.45 0.58 1.73 92.59
1.0 0.8 0.45 0.6 1.68 95.78
1.0 0.86 0.45 0.61 1.63 98.97
1.0 0.93 0.45 0.63 1.59 102.16
1.0 0.95 0.45 0.65 1.54 105.35
1.0 0.93 0.45 0.67 1.5 108.54
1.0 0.9 0.45 0.68 1.47 111.73
1.0 0.9 0.45 0.7 1.43 114.93
1.0 0.91 0.45 0.72 1.39 118.12
1.0 0.93 0.45 0.73 1.36 121.31
1.0 0.87 0.45 0.75 1.33 124.5
1.0 0.69 0.45 0.77 1.3 127.69
0.0 0.45 0.45 0.79 1.27 130.88
0.0 0.28 0.45 0.8 1.24 134.07
0.0 0.39 0.45 0.82 1.22 137.26
0.0 0.65 0.45 0.84 1.19 140.45
1.0 0.87 0.45 0.86 1.17 143.64
1.0 0.96 0.45 0.87 1.15 146.83
1.0 0.94 0.45 0.89 1.12 150.02
1.0 0.91 0.45 0.91 1.1 153.21
1.0 0.9 0.45 0.92 1.08 156.4
1.0 0.8 0.47 0.08 12.9 0.0
1.0 0.82 0.47 0.09 10.55 3.23
1.0 0.84 0.47 0.11 8.92 6.47
1.0 0.88 0.47 0.13 7.73 9.7
1.0 0.82 0.47 0.15 6.82 12.93
0.0 0.61 0.47 0.16 6.1 16.17
0.0 0.33 0.47 0.18 5.52 19.4
0.0 0.19 0.47 0.2 5.04 22.63
0.0 0.35 0.47 0.22 4.63 25.87
0.0 0.63 0.47 0.23 4.29 29.1
1.0 0.85 0.47 0.25 3.99 32.33
1.0 0.9 0.47 0.27 3.74 35.56
1.0 0.86 0.47 0.28 3.51 38.8
