Probability Power PlanetMass Frequency Period RVamplitude
1.0 0.85 0.61 0.15 6.88 83.59
1.0 0.84 0.61 0.15 6.8 85.68
1.0 0.83 0.61 0.15 6.72 87.77
1.0 0.81 0.61 0.15 6.64 89.86
1.0 0.79 0.61 0.15 6.57 91.95
1.0 0.77 0.61 0.15 6.5 94.04
1.0 0.75 0.61 0.16 6.43 96.12
1.0 0.73 0.61 0.16 6.36 98.21
1.0 0.7 0.61 0.16 6.29 100.3
0.5 0.67 0.61 0.16 6.22 102.39
1.0 0.84 0.63 0.08 12.9 0.0
1.0 0.85 0.63 0.08 12.62 2.1
1.0 0.85 0.63 0.08 12.36 4.2
1.0 0.85 0.63 0.08 12.1 6.3
1.0 0.85 0.63 0.08 11.86 8.4
1.0 0.85 0.63 0.09 11.62 10.5
1.0 0.85 0.63 0.09 11.4 12.6
1.0 0.85 0.63 0.09 11.18 14.7
1.0 0.85 0.63 0.09 10.97 16.8
1.0 0.84 0.63 0.09 10.77 18.9
1.0 0.85 0.63 0.09 10.58 21.0
1.0 0.85 0.63 0.1 10.39 23.1
1.0 0.85 0.63 0.1 10.21 25.2
1.0 0.85 0.63 0.1 10.04 27.3
1.0 0.85 0.63 0.1 9.87 29.4
1.0 0.85 0.63 0.1 9.71 31.5
1.0 0.85 0.63 0.1 9.55 33.59
1.0 0.85 0.63 0.11 9.4 35.69
1.0 0.85 0.63 0.11 9.25 37.79
1.0 0.85 0.63 0.11 9.11 39.89
1.0 0.85 0.63 0.11 8.97 41.99
1.0 0.85 0.63 0.11 8.83 44.09
1.0 0.85 0.63 0.11 8.7 46.19
1.0 0.85 0.63 0.12 8.58 48.29
1.0 0.85 0.63 0.12 8.45 50.39
1.0 0.86 0.63 0.12 8.33 52.49
1.0 0.86 0.63 0.12 8.22 54.58
1.0 0.86 0.63 0.12 8.11 56.68
1.0 0.86 0.63 0.13 8.0 58.78
1.0 0.87 0.63 0.13 7.89 60.88
1.0 0.87 0.63 0.13 7.78 62.98
1.0 0.88 0.63 0.13 7.68 65.08
1.0 0.88 0.63 0.13 7.58 67.17
1.0 0.88 0.63 0.13 7.49 69.27
1.0 0.89 0.63 0.14 7.39 71.37
1.0 0.89 0.63 0.14 7.3 73.47
1.0 0.88 0.63 0.14 7.21 75.57
1.0 0.88 0.63 0.14 7.13 77.67
1.0 0.88 0.63 0.14 7.04 79.76
1.0 0.87 0.63 0.14 6.96 81.86
1.0 0.86 0.63 0.15 6.88 83.96
1.0 0.85 0.63 0.15 6.8 86.06
1.0 0.83 0.63 0.15 6.72 88.16
1.0 0.82 0.63 0.15 6.64 90.25
1.0 0.8 0.63 0.15 6.57 92.35
1.0 0.78 0.63 0.15 6.5 94.45
1.0 0.75 0.63 0.16 6.43 96.55
1.0 0.73 0.63 0.16 6.36 98.64
1.0 0.7 0.63 0.16 6.29 100.74
0.6 0.68 0.63 0.16 6.22 102.84
1.0 0.85 0.65 0.08 12.9 0.0
1.0 0.85 0.65 0.08 12.62 2.11
1.0 0.85 0.65 0.08 12.36 4.22
1.0 0.85 0.65 0.08 12.1 6.33
1.0 0.85 0.65 0.08 11.86 8.44
1.0 0.85 0.65 0.09 11.62 10.55
1.0 0.85 0.65 0.09 11.4 12.65
1.0 0.85 0.65 0.09 11.18 14.76
1.0 0.85 0.65 0.09 10.97 16.87
1.0 0.85 0.65 0.09 10.77 18.98
1.0 0.85 0.65 0.09 10.58 21.09
1.0 0.85 0.65 0.1 10.39 23.2
1.0 0.85 0.65 0.1 10.21 25.31
1.0 0.85 0.65 0.1 10.04 27.41
1.0 0.85 0.65 0.1 9.87 29.52
1.0 0.85 0.65 0.1 9.71 31.63
1.0 0.86 0.65 0.1 9.55 33.74
1.0 0.86 0.65 0.11 9.4 35.85
1.0 0.86 0.65 0.11 9.25 37.96
1.0 0.86 0.65 0.11 9.11 40.06
1.0 0.86 0.65 0.11 8.97 42.17
1.0 0.86 0.65 0.11 8.83 44.28
1.0 0.86 0.65 0.11 8.7 46.39
1.0 0.86 0.65 0.12 8.58 48.5
1.0 0.86 0.65 0.12 8.45 50.6
1.0 0.86 0.65 0.12 8.33 52.71
1.0 0.87 0.65 0.12 8.22 54.82
1.0 0.87 0.65 0.12 8.11 56.93
1.0 0.87 0.65 0.13 8.0 59.04
1.0 0.88 0.65 0.13 7.89 61.14
1.0 0.88 0.65 0.13 7.78 63.25
1.0 0.88 0.65 0.13 7.68 65.36
1.0 0.89 0.65 0.13 7.58 67.47
1.0 0.89 0.65 0.13 7.49 69.57
1.0 0.89 0.65 0.14 7.39 71.68
1.0 0.89 0.65 0.14 7.3 73.79
1.0 0.89 0.65 0.14 7.21 75.89
1.0 0.88 0.65 0.14 7.13 78.0
1.0 0.88 0.65 0.14 7.04 80.11
1.0 0.87 0.65 0.14 6.96 82.22
1.0 0.86 0.65 0.15 6.88 84.32
1.0 0.85 0.65 0.15 6.8 86.43
1.0 0.84 0.65 0.15 6.72 88.54
1.0 0.82 0.65 0.15 6.64 90.64
1.0 0.8 0.65 0.15 6.57 92.75
1.0 0.78 0.65 0.15 6.5 94.86
1.0 0.76 0.65 0.16 6.43 96.96
1.0 0.73 0.65 0.16 6.36 99.07
1.0 0.71 0.65 0.16 6.29 101.18
0.6 0.68 0.65 0.16 6.22 103.28
1.0 0.86 0.67 0.08 12.9 0.0
1.0 0.86 0.67 0.08 12.62 2.12
1.0 0.86 0.67 0.08 12.36 4.24
1.0 0.86 0.67 0.08 12.1 6.35
1.0 0.86 0.67 0.08 11.86 8.47
1.0 0.86 0.67 0.09 11.62 10.59
1.0 0.86 0.67 0.09 11.4 12.71
1.0 0.86 0.67 0.09 11.18 14.83
1.0 0.86 0.67 0.09 10.97 16.94
1.0 0.86 0.67 0.09 10.77 19.06
1.0 0.86 0.67 0.09 10.58 21.18
1.0 0.86 0.67 0.1 10.39 23.3
1.0 0.86 0.67 0.1 10.21 25.41
1.0 0.86 0.67 0.1 10.04 27.53
1.0 0.86 0.67 0.1 9.87 29.65
1.0 0.86 0.67 0.1 9.71 31.77
1.0 0.86 0.67 0.1 9.55 33.88
1.0 0.86 0.67 0.11 9.4 36.0
1.0 0.86 0.67 0.11 9.25 38.12
1.0 0.86 0.67 0.11 9.11 40.24
1.0 0.86 0.67 0.11 8.97 42.35
1.0 0.86 0.67 0.11 8.83 44.47
1.0 0.87 0.67 0.11 8.7 46.59
1.0 0.87 0.67 0.12 8.58 48.7
1.0 0.87 0.67 0.12 8.45 50.82
1.0 0.87 0.67 0.12 8.33 52.94
1.0 0.87 0.67 0.12 8.22 55.05
1.0 0.87 0.67 0.12 8.11 57.17
1.0 0.88 0.67 0.13 8.0 59.29
1.0 0.88 0.67 0.13 7.89 61.4
1.0 0.89 0.67 0.13 7.78 63.52
1.0 0.89 0.67 0.13 7.68 65.64
1.0 0.89 0.67 0.13 7.58 67.75
1.0 0.89 0.67 0.13 7.49 69.87
1.0 0.9 0.67 0.14 7.39 71.99
1.0 0.9 0.67 0.14 7.3 74.1
1.0 0.89 0.67 0.14 7.21 76.22
1.0 0.89 0.67 0.14 7.13 78.34
1.0 0.88 0.67 0.14 7.04 80.45
1.0 0.88 0.67 0.14 6.96 82.57
1.0 0.87 0.67 0.15 6.88 84.68
1.0 0.85 0.67 0.15 6.8 86.8
1.0 0.84 0.67 0.15 6.72 88.92
1.0 0.82 0.67 0.15 6.64 91.03
1.0 0.8 0.67 0.15 6.57 93.15
1.0 0.78 0.67 0.15 6.5 95.26
1.0 0.76 0.67 0.16 6.43 97.38
1.0 0.73 0.67 0.16 6.36 99.49
1.0 0.71 0.67 0.16 6.29 101.61
0.8 0.68 0.67 0.16 6.22 103.73
1.0 0.86 0.69 0.08 12.9 0.0
1.0 0.86 0.69 0.08 12.62 2.13
1.0 0.86 0.69 0.08 12.36 4.25
1.0 0.86 0.69 0.08 12.1 6.38
1.0 0.86 0.69 0.08 11.86 8.51
1.0 0.86 0.69 0.09 11.62 10.63
1.0 0.86 0.69 0.09 11.4 12.76
1.0 0.86 0.69 0.09 11.18 14.89
1.0 0.86 0.69 0.09 10.97 17.02
1.0 0.86 0.69 0.09 10.77 19.14
1.0 0.86 0.69 0.09 10.58 21.27
1.0 0.86 0.69 0.1 10.39 23.39
1.0 0.86 0.69 0.1 10.21 25.52
1.0 0.86 0.69 0.1 10.04 27.65
1.0 0.86 0.69 0.1 9.87 29.77
1.0 0.87 0.69 0.1 9.71 31.9
1.0 0.87 0.69 0.1 9.55 34.03
1.0 0.87 0.69 0.11 9.4 36.15
1.0 0.87 0.69 0.11 9.25 38.28
1.0 0.87 0.69 0.11 9.11 40.41
1.0 0.87 0.69 0.11 8.97 42.53
1.0 0.87 0.69 0.11 8.83 44.66
1.0 0.87 0.69 0.11 8.7 46.78
1.0 0.87 0.69 0.12 8.58 48.91
1.0 0.87 0.69 0.12 8.45 51.03
1.0 0.88 0.69 0.12 8.33 53.16
1.0 0.88 0.69 0.12 8.22 55.29
1.0 0.88 0.69 0.12 8.11 57.41
1.0 0.88 0.69 0.13 8.0 59.54
1.0 0.89 0.69 0.13 7.89 61.66
1.0 0.89 0.69 0.13 7.78 63.79
1.0 0.89 0.69 0.13 7.68 65.91
1.0 0.9 0.69 0.13 7.58 68.04
1.0 0.9 0.69 0.13 7.49 70.16
1.0 0.9 0.69 0.14 7.39 72.29
1.0 0.9 0.69 0.14 7.3 74.42
1.0 0.9 0.69 0.14 7.21 76.54
1.0 0.89 0.69 0.14 7.13 78.67
1.0 0.89 0.69 0.14 7.04 80.79
1.0 0.88 0.69 0.14 6.96 82.92
1.0 0.87 0.69 0.15 6.88 85.04
1.0 0.86 0.69 0.15 6.8 87.17
1.0 0.84 0.69 0.15 6.72 89.29
1.0 0.82 0.69 0.15 6.64 91.42
1.0 0.81 0.69 0.15 6.57 93.54
1.0 0.78 0.69 0.15 6.5 95.66
1.0 0.76 0.69 0.16 6.43 97.79
1.0 0.74 0.69 0.16 6.36 99.91
1.0 0.71 0.69 0.16 6.29 102.04
0.8 0.68 0.69 0.16 6.22 104.16
1.0 0.86 0.71 0.08 12.9 0.0
1.0 0.87 0.71 0.08 12.62 2.14
1.0 0.87 0.71 0.08 12.36 4.27
1.0 0.87 0.71 0.08 12.1 6.41
1.0 0.87 0.71 0.08 11.86 8.54
1.0 0.87 0.71 0.09 11.62 10.68
1.0 0.87 0.71 0.09 11.4 12.81
1.0 0.87 0.71 0.09 11.18 14.95
1.0 0.87 0.71 0.09 10.97 17.09
1.0 0.87 0.71 0.09 10.77 19.22
1.0 0.87 0.71 0.09 10.58 21.36
1.0 0.87 0.71 0.1 10.39 23.49
1.0 0.87 0.71 0.1 10.21 25.63
1.0 0.87 0.71 0.1 10.04 27.76
1.0 0.87 0.71 0.1 9.87 29.9
1.0 0.87 0.71 0.1 9.71 32.03
1.0 0.87 0.71 0.1 9.55 34.17
1.0 0.87 0.71 0.11 9.4 36.3
1.0 0.87 0.71 0.11 9.25 38.44
1.0 0.87 0.71 0.11 9.11 40.57
1.0 0.87 0.71 0.11 8.97 42.71
1.0 0.88 0.71 0.11 8.83 44.84
1.0 0.88 0.71 0.11 8.7 46.98
1.0 0.88 0.71 0.12 8.58 49.11
1.0 0.88 0.71 0.12 8.45 51.25
1.0 0.88 0.71 0.12 8.33 53.38
1.0 0.88 0.71 0.12 8.22 55.52
1.0 0.89 0.71 0.12 8.11 57.65
1.0 0.89 0.71 0.13 8.0 59.79
1.0 0.89 0.71 0.13 7.89 61.92
1.0 0.9 0.71 0.13 7.78 64.05
1.0 0.9 0.71 0.13 7.68 66.19
1.0 0.9 0.71 0.13 7.58 68.32
1.0 0.9 0.71 0.13 7.49 70.46
1.0 0.9 0.71 0.14 7.39 72.59
1.0 0.9 0.71 0.14 7.3 74.73
1.0 0.9 0.71 0.14 7.21 76.86
1.0 0.9 0.71 0.14 7.13 78.99
1.0 0.89 0.71 0.14 7.04 81.13
1.0 0.88 0.71 0.14 6.96 83.26
1.0 0.87 0.71 0.15 6.88 85.39
1.0 0.86 0.71 0.15 6.8 87.53
1.0 0.84 0.71 0.15 6.72 89.66
1.0 0.83 0.71 0.15 6.64 91.8
1.0 0.81 0.71 0.15 6.57 93.93
1.0 0.79 0.71 0.15 6.5 96.06
1.0 0.76 0.71 0.16 6.43 98.2
1.0 0.74 0.71 0.16 6.36 100.33
1.0 0.71 0.71 0.16 6.29 102.46
0.9 0.68 0.71 0.16 6.22 104.6
1.0 0.87 0.73 0.08 12.9 0.0
1.0 0.87 0.73 0.08 12.62 2.14
1.0 0.87 0.73 0.08 12.36 4.29
1.0 0.87 0.73 0.08 12.1 6.43
1.0 0.87 0.73 0.08 11.86 8.58
1.0 0.87 0.73 0.09 11.62 10.72
1.0 0.87 0.73 0.09 11.4 12.87
1.0 0.87 0.73 0.09 11.18 15.01
1.0 0.87 0.73 0.09 10.97 17.16
1.0 0.87 0.73 0.09 10.77 19.3
1.0 0.87 0.73 0.09 10.58 21.44
1.0 0.87 0.73 0.1 10.39 23.59
1.0 0.87 0.73 0.1 10.21 25.73
1.0 0.87 0.73 0.1 10.04 27.88
1.0 0.87 0.73 0.1 9.87 30.02
1.0 0.87 0.73 0.1 9.71 32.17
1.0 0.88 0.73 0.1 9.55 34.31
1.0 0.88 0.73 0.11 9.4 36.45
1.0 0.88 0.73 0.11 9.25 38.6
1.0 0.88 0.73 0.11 9.11 40.74
1.0 0.88 0.73 0.11 8.97 42.88
1.0 0.88 0.73 0.11 8.83 45.03
1.0 0.88 0.73 0.11 8.7 47.17
1.0 0.88 0.73 0.12 8.58 49.32
1.0 0.88 0.73 0.12 8.45 51.46
1.0 0.89 0.73 0.12 8.33 53.6
1.0 0.89 0.73 0.12 8.22 55.75
1.0 0.89 0.73 0.12 8.11 57.89
1.0 0.89 0.73 0.13 8.0 60.03
1.0 0.9 0.73 0.13 7.89 62.17
1.0 0.9 0.73 0.13 7.78 64.32
1.0 0.9 0.73 0.13 7.68 66.46
1.0 0.91 0.73 0.13 7.58 68.6
1.0 0.91 0.73 0.13 7.49 70.75
1.0 0.91 0.73 0.14 7.39 72.89
1.0 0.91 0.73 0.14 7.3 75.03
1.0 0.9 0.73 0.14 7.21 77.18
1.0 0.9 0.73 0.14 7.13 79.32
1.0 0.89 0.73 0.14 7.04 81.46
1.0 0.88 0.73 0.14 6.96 83.6
1.0 0.87 0.73 0.15 6.88 85.75
1.0 0.86 0.73 0.15 6.8 87.89
1.0 0.85 0.73 0.15 6.72 90.03
1.0 0.83 0.73 0.15 6.64 92.17
1.0 0.81 0.73 0.15 6.57 94.32
1.0 0.79 0.73 0.15 6.5 96.46
1.0 0.77 0.73 0.16 6.43 98.6
1.0 0.74 0.73 0.16 6.36 100.74
1.0 0.71 0.73 0.16 6.29 102.88
1.0 0.69 0.73 0.16 6.22 105.03
1 0 0.76 0.08 12.9 0.0
1 0 0.76 0.08 12.62 2.15
1 0 0.76 0.08 12.36 4.31
1 0 0.76 0.08 12.1 6.46
1 0 0.76 0.08 11.86 8.61
1 0 0.76 0.09 11.62 10.77
1 0 0.76 0.09 11.4 12.92
1 0 0.76 0.09 11.18 15.07
1 0 0.76 0.09 10.97 17.23
1 0 0.76 0.09 10.77 19.38
1 0 0.76 0.09 10.58 21.53
1 0 0.76 0.1 10.39 23.68
1 0 0.76 0.1 10.21 25.84
1 0 0.76 0.1 10.04 27.99
1 0 0.76 0.1 9.87 30.14
1 0 0.76 0.1 9.71 32.3
1 0 0.76 0.1 9.55 34.45
1 0 0.76 0.11 9.4 36.6
1 0 0.76 0.11 9.25 38.75
1 0 0.76 0.11 9.11 40.91
1 0 0.76 0.11 8.97 43.06
1 0 0.76 0.11 8.83 45.21
1 0 0.76 0.11 8.7 47.36
1 0 0.76 0.12 8.58 49.52
1 0 0.76 0.12 8.45 51.67
1 0 0.76 0.12 8.33 53.82
1 0 0.76 0.12 8.22 55.97
1 0 0.76 0.12 8.11 58.12
1 0 0.76 0.13 8.0 60.28
1 0 0.76 0.13 7.89 62.43
1 0 0.76 0.13 7.78 64.58
1 0 0.76 0.13 7.68 66.73
1 0 0.76 0.13 7.58 68.88
1 0 0.76 0.13 7.49 71.03
1 0 0.76 0.14 7.39 73.19
1 0 0.76 0.14 7.3 75.34
1 0 0.76 0.14 7.21 77.49
1 0 0.76 0.14 7.13 79.64
1 0 0.76 0.14 7.04 81.79
1 0 0.76 0.14 6.96 83.94
1 0 0.76 0.15 6.88 86.09
1 0 0.76 0.15 6.8 88.25
1 0 0.76 0.15 6.72 90.4
1 0 0.76 0.15 6.64 92.55
1 0 0.76 0.15 6.57 94.7
1 0 0.76 0.15 6.5 96.85
1 0 0.76 0.16 6.43 99.0
1 0 0.76 0.16 6.36 101.15
1 0 0.76 0.16 6.29 103.3
1 0 0.76 0.16 6.22 105.45
1 0 0.78 0.08 12.9 0.0
1 0 0.78 0.08 12.62 2.16
1 0 0.78 0.08 12.36 4.32
1 0 0.78 0.08 12.1 6.49
1 0 0.78 0.08 11.86 8.65
1 0 0.78 0.09 11.62 10.81
1 0 0.78 0.09 11.4 12.97
1 0 0.78 0.09 11.18 15.13
1 0 0.78 0.09 10.97 17.3
1 0 0.78 0.09 10.77 19.46
1 0 0.78 0.09 10.58 21.62
1 0 0.78 0.1 10.39 23.78
1 0 0.78 0.1 10.21 25.94
1 0 0.78 0.1 10.04 28.1
1 0 0.78 0.1 9.87 30.26
1 0 0.78 0.1 9.71 32.43
1 0 0.78 0.1 9.55 34.59
1 0 0.78 0.11 9.4 36.75
1 0 0.78 0.11 9.25 38.91
1 0 0.78 0.11 9.11 41.07
1 0 0.78 0.11 8.97 43.23
1 0 0.78 0.11 8.83 45.39
1 0 0.78 0.11 8.7 47.55
1 0 0.78 0.12 8.58 49.71
1 0 0.78 0.12 8.45 51.88
1 0 0.78 0.12 8.33 54.04
1 0 0.78 0.12 8.22 56.2
1 0 0.78 0.12 8.11 58.36
1 0 0.78 0.13 8.0 60.52
1 0 0.78 0.13 7.89 62.68
1 0 0.78 0.13 7.78 64.84
1 0 0.78 0.13 7.68 67.0
1 0 0.78 0.13 7.58 69.16
1 0 0.78 0.13 7.49 71.32
1 0 0.78 0.14 7.39 73.48
1 0 0.78 0.14 7.3 75.64
1 0 0.78 0.14 7.21 77.8
1 0 0.78 0.14 7.13 79.96
1 0 0.78 0.14 7.04 82.12
1 0 0.78 0.14 6.96 84.28
1 0 0.78 0.15 6.88 86.44
1 0 0.78 0.15 6.8 88.6
1 0 0.78 0.15 6.72 90.76
1 0 0.78 0.15 6.64 92.92
1 0 0.78 0.15 6.57 95.08
1 0 0.78 0.15 6.5 97.24
1 0 0.78 0.16 6.43 99.4
1 0 0.78 0.16 6.36 101.56
1 0 0.78 0.16 6.29 103.72
1 0 0.78 0.16 6.22 105.88
1 0 0.8 0.08 12.9 0.0
1 0 0.8 0.08 12.62 2.17
1 0 0.8 0.08 12.36 4.34
1 0 0.8 0.08 12.1 6.51
1 0 0.8 0.08 11.86 8.68
1 0 0.8 0.09 11.62 10.85
1 0 0.8 0.09 11.4 13.02
1 0 0.8 0.09 11.18 15.19
1 0 0.8 0.09 10.97 17.36
1 0 0.8 0.09 10.77 19.53
1 0 0.8 0.09 10.58 21.7
1 0 0.8 0.1 10.39 23.87
1 0 0.8 0.1 10.21 26.04
1 0 0.8 0.1 10.04 28.21
1 0 0.8 0.1 9.87 30.38
1 0 0.8 0.1 9.71 32.55
1 0 0.8 0.1 9.55 34.72
1 0 0.8 0.11 9.4 36.89
1 0 0.8 0.11 9.25 39.06
1 0 0.8 0.11 9.11 41.23
1 0 0.8 0.11 8.97 43.4
1 0 0.8 0.11 8.83 45.57
1 0 0.8 0.11 8.7 47.74
1 0 0.8 0.12 8.58 49.91
1 0 0.8 0.12 8.45 52.08
1 0 0.8 0.12 8.33 54.25
1 0 0.8 0.12 8.22 56.42
1 0 0.8 0.12 8.11 58.59
1 0 0.8 0.13 8.0 60.76
1 0 0.8 0.13 7.89 62.93
1 0 0.8 0.13 7.78 65.1
1 0 0.8 0.13 7.68 67.27
1 0 0.8 0.13 7.58 69.43
1 0 0.8 0.13 7.49 71.6
1 0 0.8 0.14 7.39 73.77
1 0 0.8 0.14 7.3 75.94
1 0 0.8 0.14 7.21 78.11
1 0 0.8 0.14 7.13 80.28
1 0 0.8 0.14 7.04 82.45
1 0 0.8 0.14 6.96 84.62
1 0 0.8 0.15 6.88 86.78
1 0 0.8 0.15 6.8 88.95
1 0 0.8 0.15 6.72 91.12
1 0 0.8 0.15 6.64 93.29
1 0 0.8 0.15 6.57 95.46
1 0 0.8 0.15 6.5 97.63
1 0 0.8 0.16 6.43 99.79
1 0 0.8 0.16 6.36 101.96
1 0 0.8 0.16 6.29 104.13
1 0 0.8 0.16 6.22 106.3
1 0 0.82 0.08 12.9 0.0
1 0 0.82 0.08 12.62 2.18
1 0 0.82 0.08 12.36 4.36
1 0 0.82 0.08 12.1 6.54
1 0 0.82 0.08 11.86 8.72
1 0 0.82 0.09 11.62 10.9
1 0 0.82 0.09 11.4 13.07
1 0 0.82 0.09 11.18 15.25
1 0 0.82 0.09 10.97 17.43
1 0 0.82 0.09 10.77 19.61
1 0 0.82 0.09 10.58 21.79
1 0 0.82 0.1 10.39 23.97
1 0 0.82 0.1 10.21 26.15
1 0 0.82 0.1 10.04 28.33
1 0 0.82 0.1 9.87 30.5
1 0 0.82 0.1 9.71 32.68
1 0 0.82 0.1 9.55 34.86
1 0 0.82 0.11 9.4 37.04
1 0 0.82 0.11 9.25 39.22
1 0 0.82 0.11 9.11 41.4
1 0 0.82 0.11 8.97 43.57
1 0 0.82 0.11 8.83 45.75
1 0 0.82 0.11 8.7 47.93
1 0 0.82 0.12 8.58 50.11
1 0 0.82 0.12 8.45 52.29
1 0 0.82 0.12 8.33 54.46
1 0 0.82 0.12 8.22 56.64
1 0 0.82 0.12 8.11 58.82
1 0 0.82 0.13 8.0 61.0
1 0 0.82 0.13 7.89 63.17
1 0 0.82 0.13 7.78 65.35
1 0 0.82 0.13 7.68 67.53
1 0 0.82 0.13 7.58 69.71
1 0 0.82 0.13 7.49 71.88
1 0 0.82 0.14 7.39 74.06
1 0 0.82 0.14 7.3 76.24
1 0 0.82 0.14 7.21 78.42
1 0 0.82 0.14 7.13 80.59
1 0 0.82 0.14 7.04 82.77
1 0 0.82 0.14 6.96 84.95
1 0 0.82 0.15 6.88 87.12
1 0 0.82 0.15 6.8 89.3
1 0 0.82 0.15 6.72 91.48
1 0 0.82 0.15 6.64 93.65
1 0 0.82 0.15 6.57 95.83
1 0 0.82 0.15 6.5 98.01
1 0 0.82 0.16 6.43 100.18
1 0 0.82 0.16 6.36 102.36
1 0 0.82 0.16 6.29 104.54
1 0 0.82 0.16 6.22 106.71
1 0 0.84 0.08 12.9 0.0
1 0 0.84 0.08 12.62 2.19
1 0 0.84 0.08 12.36 4.38
1 0 0.84 0.08 12.1 6.56
1 0 0.84 0.08 11.86 8.75
1 0 0.84 0.09 11.62 10.94
1 0 0.84 0.09 11.4 13.13
1 0 0.84 0.09 11.18 15.31
1 0 0.84 0.09 10.97 17.5
1 0 0.84 0.09 10.77 19.69
1 0 0.84 0.09 10.58 21.87
1 0 0.84 0.1 10.39 24.06
1 0 0.84 0.1 10.21 26.25
1 0 0.84 0.1 10.04 28.43
1 0 0.84 0.1 9.87 30.62
1 0 0.84 0.1 9.71 32.81
1 0 0.84 0.1 9.55 35.0
1 0 0.84 0.11 9.4 37.18
1 0 0.84 0.11 9.25 39.37
1 0 0.84 0.11 9.11 41.56
1 0 0.84 0.11 8.97 43.74
1 0 0.84 0.11 8.83 45.93
1 0 0.84 0.11 8.7 48.12
1 0 0.84 0.12 8.58 50.3
1 0 0.84 0.12 8.45 52.49
1 0 0.84 0.12 8.33 54.67
1 0 0.84 0.12 8.22 56.86
1 0 0.84 0.12 8.11 59.05
1 0 0.84 0.13 8.0 61.23
1 0 0.84 0.13 7.89 63.42
1 0 0.84 0.13 7.78 65.6
1 0 0.84 0.13 7.68 67.79
1 0 0.84 0.13 7.58 69.98
1 0 0.84 0.13 7.49 72.16
1 0 0.84 0.14 7.39 74.35
1 0 0.84 0.14 7.3 76.53
1 0 0.84 0.14 7.21 78.72
1 0 0.84 0.14 7.13 80.9
1 0 0.84 0.14 7.04 83.09
1 0 0.84 0.14 6.96 85.28
1 0 0.84 0.15 6.88 87.46
1 0 0.84 0.15 6.8 89.65
1 0 0.84 0.15 6.72 91.83
1 0 0.84 0.15 6.64 94.02
1 0 0.84 0.15 6.57 96.2
1 0 0.84 0.15 6.5 98.39
1 0 0.84 0.16 6.43 100.57
1 0 0.84 0.16 6.36 102.76
1 0 0.84 0.16 6.29 104.94
1 0 0.84 0.16 6.22 107.13
1 0 0.86 0.08 12.9 0.0
1 0 0.86 0.08 12.62 2.2
1 0 0.86 0.08 12.36 4.39
1 0 0.86 0.08 12.1 6.59
1 0 0.86 0.08 11.86 8.78
1 0 0.86 0.09 11.62 10.98
1 0 0.86 0.09 11.4 13.18
1 0 0.86 0.09 11.18 15.37
1 0 0.86 0.09 10.97 17.57
1 0 0.86 0.09 10.77 19.76
1 0 0.86 0.09 10.58 21.96
1 0 0.86 0.1 10.39 24.15
1 0 0.86 0.1 10.21 26.35
1 0 0.86 0.1 10.04 28.54
1 0 0.86 0.1 9.87 30.74
1 0 0.86 0.1 9.71 32.93
1 0 0.86 0.1 9.55 35.13
1 0 0.86 0.11 9.4 37.32
1 0 0.86 0.11 9.25 39.52
1 0 0.86 0.11 9.11 41.71
1 0 0.86 0.11 8.97 43.91
1 0 0.86 0.11 8.83 46.1
1 0 0.86 0.11 8.7 48.3
1 0 0.86 0.12 8.58 50.49
1 0 0.86 0.12 8.45 52.69
1 0 0.86 0.12 8.33 54.88
1 0 0.86 0.12 8.22 57.08
1 0 0.86 0.12 8.11 59.27
1 0 0.86 0.13 8.0 61.47
1 0 0.86 0.13 7.89 63.66
1 0 0.86 0.13 7.78 65.86
1 0 0.86 0.13 7.68 68.05
1 0 0.86 0.13 7.58 70.24
1 0 0.86 0.13 7.49 72.44
1 0 0.86 0.14 7.39 74.63
1 0 0.86 0.14 7.3 76.83
1 0 0.86 0.14 7.21 79.02
1 0 0.86 0.14 7.13 81.21
1 0 0.86 0.14 7.04 83.41
1 0 0.86 0.14 6.96 85.6
1 0 0.86 0.15 6.88 87.8
1 0 0.86 0.15 6.8 89.99
1 0 0.86 0.15 6.72 92.18
1 0 0.86 0.15 6.64 94.38
1 0 0.86 0.15 6.57 96.57
1 0 0.86 0.15 6.5 98.76
1 0 0.86 0.16 6.43 100.96
1 0 0.86 0.16 6.36 103.15
1 0 0.86 0.16 6.29 105.34
1 0 0.86 0.16 6.22 107.54
1 0 0.88 0.08 12.9 0.0
1 0 0.88 0.08 12.62 2.2
1 0 0.88 0.08 12.36 4.41
1 0 0.88 0.08 12.1 6.61
1 0 0.88 0.08 11.86 8.82
1 0 0.88 0.09 11.62 11.02
1 0 0.88 0.09 11.4 13.23
1 0 0.88 0.09 11.18 15.43
1 0 0.88 0.09 10.97 17.63
1 0 0.88 0.09 10.77 19.84
1 0 0.88 0.09 10.58 22.04
1 0 0.88 0.1 10.39 24.24
1 0 0.88 0.1 10.21 26.45
1 0 0.88 0.1 10.04 28.65
1 0 0.88 0.1 9.87 30.86
1 0 0.88 0.1 9.71 33.06
1 0 0.88 0.1 9.55 35.26
1 0 0.88 0.11 9.4 37.47
1 0 0.88 0.11 9.25 39.67
1 0 0.88 0.11 9.11 41.87
1 0 0.88 0.11 8.97 44.08
1 0 0.88 0.11 8.83 46.28
1 0 0.88 0.11 8.7 48.48
1 0 0.88 0.12 8.58 50.69
1 0 0.88 0.12 8.45 52.89
1 0 0.88 0.12 8.33 55.09
